customerID,Churn,tenure,MonthlyCharges,TotalCharges,log_TotalCharges,gender_Male,StreamingTV_Yes,no_IS,OnlineBackup_Yes,TechSupport_Yes,StreamingMovies_Yes,DeviceProtection_Yes,SeniorCitizen_1,InternetService_DSL,InternetService_Fiber_optic,PhoneService_Yes,MultipleLines_Yes,Contract_Month_to_month,Contract_One_year,Contract_Two_year,Partner_Yes,OnlineSecurity_Yes,Dependents_Yes,PaymentMethod_Bank_transfer_(automatic),PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,PaperlessBilling_Yes,y
7025-WCBNE,No,47,59.6,2754.0,3.439963935920905,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
5756-JYOJT,No,11,64.9,697.25,2.8433885229380875,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4710-FDUIZ,Yes,56,100.3,5614.45,3.749307218537939,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
6030-REHUX,No,28,110.85,3204.4,3.505746723064465,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
9548-LIGTA,No,61,81.05,4747.65,3.676478694976864,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
5150-LJNSR,No,31,98.05,3082.1,3.4888467254737825,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
8270-RKSAP,No,9,70.5,597.9,2.77662855342015,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
6522-YRBXD,No,35,94.55,3365.4,3.5270366903931603,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
2640-LYMOV,No,2,19.65,38.8,1.5888317255942073,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1218-VKFPE,Yes,12,19.0,233.55,2.3683798716238016,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
3627-FHKBK,Yes,1,75.3,75.3,1.8767949762007006,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1
2865-TCHJW,Yes,4,89.2,346.2,2.539327063539375,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
1423-BMPBQ,No,1,19.0,19.0,1.2787536009528289,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
2393-DIVAI,No,3,20.0,61.7,1.7902851640332418,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
5192-EBGOV,Yes,1,85.7,85.7,1.932980821923198,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
4568-KNYWR,No,52,63.25,3342.45,3.5240649193337195,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
8752-IMQOS,No,5,20.1,85.1,1.9299295600845878,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
0742-LAFQK,No,72,99.15,7422.1,3.870526801421498,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0
0795-LAFGP,No,71,90.4,6668.05,3.823998847701061,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0
0619-OLYUR,No,72,111.9,8071.05,3.906930037763278,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0
5512-IDZEI,No,46,24.9,1174.8,3.069963937850763,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0
0459-SPZHJ,No,63,83.5,5435.0,3.7351995484223135,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
0215-BQKGS,No,30,84.3,2438.6,3.3871405694653007,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
9244-ZVAPM,No,1,45.6,45.6,1.658964842664435,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0719-SYFRB,Yes,12,61.65,713.75,2.8535461212539044,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1
8208-EUMTE,No,16,54.85,916.15,2.961966585937513,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5172-MIGPM,No,4,65.55,237.2,2.375114684692225,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1710-RCXUS,No,51,90.35,4614.55,3.664129356056274,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0
0374-FIUCA,No,65,20.4,1414.45,3.150587600002347,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
5839-SUYVZ,No,16,74.55,1170.5,3.068371418032643,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
5173-ZXXXL,No,2,19.95,47.7,1.678518379040114,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1096-ADRUX,No,66,74.25,4859.25,3.6865692433370265,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0
2001-MCUUW,No,46,108.65,4903.2,3.6904796083440536,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
2731-GJRDG,No,32,109.55,3608.0,3.557266528869904,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0
4723-BEGSG,No,72,86.65,6094.25,3.784920265999795,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
6516-NKQBO,No,38,81.0,3084.9,3.489241090524176,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
8672-OAUPW,No,51,47.85,2356.75,3.372313515753461,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
8207-DMRVL,No,72,114.55,8306.05,3.9193945411079234,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
3419-SNJJD,Yes,65,105.25,6786.4,3.8316394539936076,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
6543-CPZMK,Yes,9,29.95,248.95,2.396112130611478,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
4765-OXPPD,Yes,9,65.0,663.05,2.8215462793932056,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1
2804-ETQDK,No,66,20.55,1357.1,3.1326118504954543,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6689-VRRTK,No,44,109.8,4860.35,3.686667544487719,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
7138-GIRSH,No,50,69.5,3418.2,3.5337974698403234,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
9396-ZSFLL,No,15,48.85,631.4,2.8003045775561985,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
6464-KEXXH,No,8,25.25,186.3,2.2702128548962426,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7134-MJPDY,No,66,102.85,6976.75,3.8436531610519933,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
5240-CAOYT,No,57,87.55,4884.85,3.6888512322978886,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
4059-IIEBK,No,7,78.55,522.95,2.7184601673335265,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
4881-JVQOD,No,10,34.55,362.6,2.55942779975949,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
0516-UXRMT,No,62,92.05,5755.8,3.760105694853617,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
4851-BQDNX,No,40,85.05,3355.65,3.5257766568659954,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
5148-HKFIR,No,20,19.7,406.95,2.6095410528172773,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1009-IRMNA,Yes,7,20.0,137.6,2.1386184338994925,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
3003-CMDUU,No,25,95.15,2395.7,3.3794324328734224,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
5016-IBERQ,No,23,84.25,1968.1,3.2940471613437157,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
6797-UCJHZ,No,66,104.6,6819.45,3.8337493494956143,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
2469-DTSGX,No,72,111.65,7943.45,3.900009166223202,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
4554-YGZIH,Yes,49,90.05,4547.25,3.6577488316266664,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1
5099-BAILX,Yes,43,110.75,4687.9,3.6709783389504365,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1
9931-KGHOA,No,46,55.0,2473.95,3.393390918032177,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1775-KWJKQ,No,72,89.85,6562.9,3.817095786890009,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0
7665-VIGUD,No,10,20.35,176.3,2.246252312299322,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9411-TPQQV,No,40,54.55,2236.2,3.3495106431374833,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7207-RMRDB,Yes,65,105.5,6985.65,3.844206822515987,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
7954-MLBUN,No,31,99.45,3109.9,3.4927464243495296,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2077-DDHJK,No,68,70.9,4911.35,3.691200884580067,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
4913-EHYUI,Yes,56,104.55,5794.65,3.763027209469743,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1
0195-IESCP,Yes,10,85.25,855.3,2.9321184720291225,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
9574-BOSMD,No,68,25.4,1620.2,3.2095686278359405,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
4580-TMHJU,Yes,43,56.15,2499.3,3.3978183891895823,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
0970-ETWGE,Yes,1,89.55,89.55,1.9520655901850503,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
4908-XAXAY,No,49,89.85,4287.2,3.6321737440355553,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8404-VLQFB,No,15,25.25,394.85,2.596432142349082,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0
1626-ERCMM,Yes,20,94.55,1899.65,3.278673591968267,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
0887-HJGAR,Yes,1,45.7,45.7,1.6599162000698502,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
2391-IPLOP,No,50,69.65,3442.15,3.536829791834905,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
5644-PDMZC,Yes,2,89.5,161.5,2.2081725266671217,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
3509-GWQGF,No,24,70.0,1732.6,3.2386983100629863,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9576-ANLXO,Yes,3,69.55,222.3,2.3469394626989906,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
2024-BASKD,Yes,1,74.6,74.6,1.8727388274726688,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
5845-BZZIB,No,35,20.1,655.3,2.816440167956139,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
1140-UKVZG,No,17,24.8,475.25,2.6769221255374807,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4160-AMJTL,Yes,8,19.65,164.3,2.215637563435062,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5183-SNMJQ,No,10,95.1,865.1,2.937066312017428,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
8100-PNJMH,No,68,88.85,6132.7,3.7876517203484665,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0
7838-LAZFO,No,45,78.8,3597.5,3.5560008026086427,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
4464-JCOLN,Yes,2,19.85,35.9,1.5550944485783191,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
2085-JVGAD,No,37,20.35,697.65,2.8436375985671978,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
5650-VDUDS,Yes,4,24.25,96.05,1.9824973691977124,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
8095-WANWK,No,10,45.25,428.7,2.6321534835106326,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3030-ZKIWL,No,1,20.05,20.05,1.3021143769562011,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
9565-FLVCG,No,65,69.55,4459.15,3.64925208169623,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0
8755-OGKNA,No,57,19.5,1167.6,3.0672940863159766,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2800-VEQXM,No,3,74.75,238.1,2.37675939540488,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
7538-GWHML,Yes,2,69.65,145.15,2.1618170401676924,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
5533-RJFTJ,No,49,30.2,1453.1,3.162295502772752,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3859-CVCET,Yes,4,45.65,191.05,2.2811470420244278,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
0214-JHPFW,No,70,57.8,4039.3,3.6063061095468574,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
5642-MHDQT,No,53,19.85,1039.45,3.0168036035796075,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0
3088-FVYWK,No,53,25.55,1336.1,3.125838963995004,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
3276-HDUEG,Yes,1,75.05,75.05,1.8753506965792892,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
9092-GDZKO,No,22,24.85,493.4,2.6931991451537174,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
0823-HSCDJ,Yes,52,49.15,2550.9,3.4066934337962125,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
3729-OWRVL,No,65,110.35,7246.15,3.8601073199687383,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
2324-AALNO,No,48,24.55,1203.95,3.0806084510621754,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0822-GAVAP,Yes,2,34.7,62.25,1.794139355767774,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
5760-IFJOZ,No,3,107.95,313.6,2.496376054012401,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
2826-UWHIS,No,45,81.4,3775.85,3.5770147331190842,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1448-PWKYE,Yes,1,80.0,80.0,1.9030899869919435,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
7501-IWUNG,No,61,73.8,4616.05,3.664270504351854,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0
4957-TREIR,No,3,64.4,195.65,2.291479852236699,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
7251-LJBQN,No,40,103.75,4188.4,3.6220481509192477,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
8040-MNRTF,No,1,71.1,71.1,1.8518696007297664,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1536-HBSWP,No,1,49.9,49.9,1.69810054562339,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
5313-FPXWG,No,51,24.6,1266.4,3.1025709018542997,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
0067-DKWBL,Yes,2,49.25,91.1,1.9595183769729982,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
0946-FKYTX,No,52,30.1,1623.4,3.210425541631087,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5076-YVXCM,No,51,83.4,4149.45,3.61799053579772,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
8262-COGGB,No,1,20.45,20.45,1.3106933123433606,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
6663-JOCQO,No,31,75.25,2344.5,3.370050237074868,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0
9620-QJREV,No,47,20.55,1013.05,3.005630880886649,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2276-YDAVZ,Yes,3,75.1,270.7,2.4324882557705063,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1
2682-KEVRP,No,22,20.05,417.0,2.6201360549737576,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2480-JZOSN,No,1,20.65,20.65,1.31492005599242,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
0078-XZMHT,No,72,85.15,6316.2,3.8004558733187124,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
5896-NPFWW,Yes,3,50.15,168.15,2.2256968716506544,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
9978-HYCIN,No,47,84.95,4018.05,3.604015336740002,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0
8338-QIUNR,No,72,66.5,4811.6,3.6822895162128297,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0
1525-LNLOJ,No,66,63.3,4189.7,3.62218292678275,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0
9450-TRJUU,No,35,83.15,2848.45,3.4546086005121377,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1766-GKNMI,No,29,84.9,2516.2,3.4007451580150048,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
6942-LBFDP,No,2,20.55,33.6,1.526339277389844,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
1456-TWCGB,No,4,49.25,208.45,2.3190018994623163,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7133-VBDCG,Yes,25,79.85,2015.35,3.3043504796924807,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
7596-ZYWBB,No,65,59.6,3739.8,3.5728483772756423,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
8329-UTMVM,No,27,104.65,2964.0,3.4718781993072905,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
3014-WJKSM,No,29,75.3,2263.4,3.3547613115515884,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
3347-YJZZE,No,29,80.1,2211.8,3.3447458537251875,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
1029-QFBEN,Yes,1,19.55,19.55,1.2911467617318857,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
7929-DMBCV,No,20,81.0,1683.7,3.226264711895694,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0
9661-JALZV,No,58,24.7,1519.0,3.1815577738627865,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
5433-KYGHE,No,14,86.0,1164.05,3.06597163517446,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0
4312-KFRXN,No,72,25.4,1710.9,3.233224626304768,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
5575-TPIZQ,No,46,89.15,4245.55,3.627933959949207,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0
0114-IGABW,No,71,58.25,4145.9,3.61761882260783,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
9944-AEXBM,No,32,85.65,2664.3,3.425583124780946,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
1853-ARAAQ,No,26,50.35,1277.5,3.1063609088067503,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6952-OMNWB,No,68,80.35,5589.3,3.747357420556675,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
4697-LUPSU,No,2,20.2,34.75,1.5409548089261327,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
8434-VGEQQ,No,61,20.55,1305.95,3.1159265497263613,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
4952-YSOGZ,Yes,4,85.95,381.3,2.5812668052736707,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1
1589-AGTLK,Yes,3,45.35,141.5,2.150756439860309,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
5244-IRFIH,Yes,33,94.5,3105.55,3.492138525869217,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
6549-YMFAW,No,9,21.25,204.55,2.3107994838343924,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
4950-HKQTE,No,22,26.25,605.9,2.7824009524965296,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
6786-OBWQR,No,5,80.85,356.1,2.5515719736742537,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
2684-EIWEO,Yes,30,91.7,2758.15,3.44061788127451,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1
2753-JMMCV,No,65,74.2,4805.65,3.681752137544911,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
6439-GTPCA,Yes,45,87.25,3941.7,3.5956835673552656,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
6621-YOBKI,No,5,20.35,92.75,1.9673139182870836,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1216-JWVUX,No,25,75.5,1901.05,3.2789935395053855,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
7564-GHCVB,No,72,79.05,5730.7,3.758207673899246,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
1173-NOEYG,No,27,90.15,2423.4,3.3844251035536317,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
7595-EHCDL,No,32,50.6,1653.45,3.2183910664693065,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
6647-ZEDXT,No,30,110.45,3327.05,3.5220593276379617,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2521-NPUZR,No,70,101.0,7085.5,3.8503705023716366,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
1307-TVUFB,No,42,79.35,3344.1,3.5242792558479716,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
7503-MIOGA,No,72,89.85,6697.35,3.825902995531192,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0
4381-MHQDC,No,47,65.0,2879.9,3.4593774078279145,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0
6923-JHPMP,No,2,80.45,137.1,2.1370374547895126,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
5138-WVKYJ,Yes,10,98.55,1008.55,3.003697433719652,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
4018-PPNDW,No,61,24.1,1551.6,3.190779770928019,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0
